date,index,pm25,Time,Date,day_of_week,Month
2018-04-11 07:00:00,147,39.0,07:00:00,2018-04-11,Wednesday,April
2018-04-11 08:00:00,146,21.0,08:00:00,2018-04-11,Wednesday,April
2018-04-11 09:00:00,145,83.0,09:00:00,2018-04-11,Wednesday,April
2018-04-11 10:00:00,144,83.0,10:00:00,2018-04-11,Wednesday,April
2018-04-11 11:00:00,143,85.0,11:00:00,2018-04-11,Wednesday,April
2018-04-11 12:00:00,142,64.0,12:00:00,2018-04-11,Wednesday,April
2018-04-11 13:00:00,141,40.0,13:00:00,2018-04-11,Wednesday,April
2018-04-11 14:00:00,140,52.0,14:00:00,2018-04-11,Wednesday,April
2018-04-11 15:00:00,139,81.0,15:00:00,2018-04-11,Wednesday,April
2018-04-11 16:00:00,138,103.0,16:00:00,2018-04-11,Wednesday,April
2018-04-11 17:00:00,137,69.0,17:00:00,2018-04-11,Wednesday,April
2018-04-11 18:00:00,136,28.0,18:00:00,2018-04-11,Wednesday,April
2018-04-11 19:00:00,135,6.0,19:00:00,2018-04-11,Wednesday,April
2018-04-11 20:00:00,134,17.0,20:00:00,2018-04-11,Wednesday,April
2018-04-11 21:00:00,133,17.0,21:00:00,2018-04-11,Wednesday,April
2018-04-11 22:00:00,132,27.0,22:00:00,2018-04-11,Wednesday,April
2018-04-11 23:00:00,131,46.0,23:00:00,2018-04-11,Wednesday,April
2018-04-12 00:00:00,130,35.0,00:00:00,2018-04-12,Thursday,April
2018-04-12 01:00:00,129,14.0,01:00:00,2018-04-12,Thursday,April
2018-04-12 02:00:00,128,25.0,02:00:00,2018-04-12,Thursday,April
2018-04-12 03:00:00,127,23.0,03:00:00,2018-04-12,Thursday,April
2018-04-12 04:00:00,126,86.0,04:00:00,2018-04-12,Thursday,April
2018-04-12 05:00:00,125,27.0,05:00:00,2018-04-12,Thursday,April
2018-04-12 06:00:00,124,21.0,06:00:00,2018-04-12,Thursday,April
2018-04-12 07:00:00,123,1.0,07:00:00,2018-04-12,Thursday,April
2018-04-12 08:00:00,122,8.0,08:00:00,2018-04-12,Thursday,April
2018-04-12 09:00:00,121,34.0,09:00:00,2018-04-12,Thursday,April
2018-04-12 10:00:00,120,76.0,10:00:00,2018-04-12,Thursday,April
2018-04-12 11:00:00,119,71.0,11:00:00,2018-04-12,Thursday,April
2018-04-12 12:00:00,118,77.0,12:00:00,2018-04-12,Thursday,April
2018-04-12 13:00:00,117,57.0,13:00:00,2018-04-12,Thursday,April
2018-04-12 14:00:00,116,36.0,14:00:00,2018-04-12,Thursday,April
2018-04-12 15:00:00,115,66.0,15:00:00,2018-04-12,Thursday,April
2018-04-12 16:00:00,114,63.0,16:00:00,2018-04-12,Thursday,April
2018-04-12 17:00:00,113,37.0,17:00:00,2018-04-12,Thursday,April
2018-04-12 18:00:00,112,29.0,18:00:00,2018-04-12,Thursday,April
2018-04-12 19:00:00,111,28.0,19:00:00,2018-04-12,Thursday,April
2018-04-12 20:00:00,110,49.0,20:00:00,2018-04-12,Thursday,April
2018-04-12 21:00:00,109,63.0,21:00:00,2018-04-12,Thursday,April
2018-04-12 22:00:00,108,69.0,22:00:00,2018-04-12,Thursday,April
2018-04-12 23:00:00,107,312.0,23:00:00,2018-04-12,Thursday,April
2018-04-13 00:00:00,106,261.0,00:00:00,2018-04-13,Friday,April
2018-04-13 01:00:00,105,67.0,01:00:00,2018-04-13,Friday,April
2018-04-13 02:00:00,104,70.0,02:00:00,2018-04-13,Friday,April
2018-04-13 03:00:00,103,152.0,03:00:00,2018-04-13,Friday,April
2018-04-13 04:00:00,102,115.0,04:00:00,2018-04-13,Friday,April
2018-04-13 05:00:00,101,300.0,05:00:00,2018-04-13,Friday,April
2018-04-13 06:00:00,100,228.0,06:00:00,2018-04-13,Friday,April
2018-04-13 07:00:00,99,270.0,07:00:00,2018-04-13,Friday,April
2018-04-13 08:00:00,98,247.0,08:00:00,2018-04-13,Friday,April
2018-04-13 09:00:00,97,306.0,09:00:00,2018-04-13,Friday,April
2018-04-13 10:00:00,96,177.0,10:00:00,2018-04-13,Friday,April
2018-04-13 11:00:00,95,52.0,11:00:00,2018-04-13,Friday,April
2018-04-13 12:00:00,94,14.0,12:00:00,2018-04-13,Friday,April
2018-04-13 13:00:00,93,9.0,13:00:00,2018-04-13,Friday,April
2018-04-13 14:00:00,92,12.0,14:00:00,2018-04-13,Friday,April
2018-04-13 15:00:00,91,56.0,15:00:00,2018-04-13,Friday,April
2018-04-13 16:00:00,90,35.0,16:00:00,2018-04-13,Friday,April
2018-04-13 17:00:00,89,11.0,17:00:00,2018-04-13,Friday,April
2018-04-13 18:00:00,88,60.0,18:00:00,2018-04-13,Friday,April
2018-04-13 19:00:00,87,47.0,19:00:00,2018-04-13,Friday,April
2018-04-13 20:00:00,86,44.0,20:00:00,2018-04-13,Friday,April
2018-04-13 21:00:00,85,59.0,21:00:00,2018-04-13,Friday,April
2018-04-13 22:00:00,84,72.0,22:00:00,2018-04-13,Friday,April
2018-04-13 23:00:00,83,182.0,23:00:00,2018-04-13,Friday,April
2018-04-14 00:00:00,82,324.0,00:00:00,2018-04-14,Saturday,April
2018-04-14 01:00:00,81,291.0,01:00:00,2018-04-14,Saturday,April
2018-04-14 02:00:00,80,282.0,02:00:00,2018-04-14,Saturday,April
2018-04-14 03:00:00,79,156.0,03:00:00,2018-04-14,Saturday,April
2018-04-14 04:00:00,78,160.0,04:00:00,2018-04-14,Saturday,April
2018-04-14 05:00:00,77,220.0,05:00:00,2018-04-14,Saturday,April
2018-04-14 06:00:00,76,262.0,06:00:00,2018-04-14,Saturday,April
2018-04-14 07:00:00,75,307.0,07:00:00,2018-04-14,Saturday,April
2018-04-14 08:00:00,74,308.0,08:00:00,2018-04-14,Saturday,April
2018-04-14 09:00:00,73,326.0,09:00:00,2018-04-14,Saturday,April
2018-04-14 10:00:00,72,277.0,10:00:00,2018-04-14,Saturday,April
2018-04-14 11:00:00,71,96.0,11:00:00,2018-04-14,Saturday,April
2018-04-14 12:00:00,70,45.0,12:00:00,2018-04-14,Saturday,April
2018-04-14 13:00:00,69,11.0,13:00:00,2018-04-14,Saturday,April
2018-04-14 14:00:00,68,,14:00:00,2018-04-14,Saturday,April
2018-04-14 15:00:00,67,4.0,15:00:00,2018-04-14,Saturday,April
2018-04-14 16:00:00,66,12.0,16:00:00,2018-04-14,Saturday,April
2018-04-14 17:00:00,65,19.0,17:00:00,2018-04-14,Saturday,April
2018-04-14 18:00:00,64,17.0,18:00:00,2018-04-14,Saturday,April
2018-04-14 19:00:00,63,42.0,19:00:00,2018-04-14,Saturday,April
2018-04-14 20:00:00,62,46.0,20:00:00,2018-04-14,Saturday,April
2018-04-14 21:00:00,61,61.0,21:00:00,2018-04-14,Saturday,April
2018-04-14 22:00:00,60,100.0,22:00:00,2018-04-14,Saturday,April
2018-04-14 23:00:00,59,160.0,23:00:00,2018-04-14,Saturday,April
2018-04-15 00:00:00,58,234.0,00:00:00,2018-04-15,Sunday,April
2018-04-15 01:00:00,57,187.0,01:00:00,2018-04-15,Sunday,April
2018-04-15 02:00:00,56,183.0,02:00:00,2018-04-15,Sunday,April
2018-04-15 03:00:00,55,204.0,03:00:00,2018-04-15,Sunday,April
2018-04-15 04:00:00,54,321.0,04:00:00,2018-04-15,Sunday,April
2018-04-15 05:00:00,53,301.0,05:00:00,2018-04-15,Sunday,April
2018-04-15 06:00:00,52,326.0,06:00:00,2018-04-15,Sunday,April
2018-04-15 07:00:00,51,356.0,07:00:00,2018-04-15,Sunday,April
2018-04-15 08:00:00,50,345.0,08:00:00,2018-04-15,Sunday,April
2018-04-15 09:00:00,49,316.0,09:00:00,2018-04-15,Sunday,April
2018-04-15 10:00:00,48,175.0,10:00:00,2018-04-15,Sunday,April
2018-04-15 11:00:00,47,141.0,11:00:00,2018-04-15,Sunday,April
2018-04-15 12:00:00,46,27.0,12:00:00,2018-04-15,Sunday,April
2018-04-15 13:00:00,45,9.0,13:00:00,2018-04-15,Sunday,April
2018-04-15 14:00:00,44,8.0,14:00:00,2018-04-15,Sunday,April
2018-04-15 15:00:00,43,19.0,15:00:00,2018-04-15,Sunday,April
2018-04-15 16:00:00,42,36.0,16:00:00,2018-04-15,Sunday,April
2018-04-15 17:00:00,41,39.0,17:00:00,2018-04-15,Sunday,April
2018-04-15 18:00:00,40,34.0,18:00:00,2018-04-15,Sunday,April
2018-04-15 19:00:00,39,50.0,19:00:00,2018-04-15,Sunday,April
2018-04-15 20:00:00,38,55.0,20:00:00,2018-04-15,Sunday,April
2018-04-15 21:00:00,37,63.0,21:00:00,2018-04-15,Sunday,April
2018-04-15 22:00:00,36,110.0,22:00:00,2018-04-15,Sunday,April
2018-04-15 23:00:00,35,88.0,23:00:00,2018-04-15,Sunday,April
2018-04-16 00:00:00,34,118.0,00:00:00,2018-04-16,Monday,April
2018-04-16 01:00:00,33,180.0,01:00:00,2018-04-16,Monday,April
2018-04-16 02:00:00,32,278.0,02:00:00,2018-04-16,Monday,April
2018-04-16 03:00:00,2555,,03:00:00,2018-04-16,Monday,April
2018-04-16 04:00:00,2556,,04:00:00,2018-04-16,Monday,April
2018-04-16 05:00:00,2557,,05:00:00,2018-04-16,Monday,April
2018-04-16 06:00:00,2558,,06:00:00,2018-04-16,Monday,April
2018-04-16 07:00:00,2559,,07:00:00,2018-04-16,Monday,April
2018-04-16 08:00:00,2560,,08:00:00,2018-04-16,Monday,April
2018-04-16 09:00:00,2561,,09:00:00,2018-04-16,Monday,April
2018-04-16 10:00:00,2562,,10:00:00,2018-04-16,Monday,April
2018-04-16 11:00:00,2563,,11:00:00,2018-04-16,Monday,April
2018-04-16 12:00:00,2564,,12:00:00,2018-04-16,Monday,April
2018-04-16 13:00:00,2565,,13:00:00,2018-04-16,Monday,April
2018-04-16 14:00:00,2566,,14:00:00,2018-04-16,Monday,April
2018-04-16 15:00:00,2567,,15:00:00,2018-04-16,Monday,April
2018-04-16 16:00:00,2568,,16:00:00,2018-04-16,Monday,April
2018-04-16 17:00:00,2569,,17:00:00,2018-04-16,Monday,April
2018-04-16 18:00:00,2570,,18:00:00,2018-04-16,Monday,April
2018-04-16 19:00:00,2571,,19:00:00,2018-04-16,Monday,April
2018-04-16 20:00:00,2572,,20:00:00,2018-04-16,Monday,April
2018-04-16 21:00:00,2573,,21:00:00,2018-04-16,Monday,April
2018-04-16 22:00:00,2574,,22:00:00,2018-04-16,Monday,April
2018-04-16 23:00:00,2575,,23:00:00,2018-04-16,Monday,April
2018-04-17 00:00:00,2576,,00:00:00,2018-04-17,Tuesday,April
2018-04-17 01:00:00,2577,,01:00:00,2018-04-17,Tuesday,April
2018-04-17 02:00:00,2578,,02:00:00,2018-04-17,Tuesday,April
2018-04-17 03:00:00,2579,,03:00:00,2018-04-17,Tuesday,April
2018-04-17 04:00:00,2580,,04:00:00,2018-04-17,Tuesday,April
2018-04-17 05:00:00,2581,,05:00:00,2018-04-17,Tuesday,April
2018-04-17 06:00:00,2582,,06:00:00,2018-04-17,Tuesday,April
2018-04-17 07:00:00,2583,,07:00:00,2018-04-17,Tuesday,April
2018-04-17 08:00:00,2584,,08:00:00,2018-04-17,Tuesday,April
2018-04-17 09:00:00,2585,,09:00:00,2018-04-17,Tuesday,April
2018-04-17 10:00:00,2586,,10:00:00,2018-04-17,Tuesday,April
2018-04-17 11:00:00,2587,,11:00:00,2018-04-17,Tuesday,April
2018-04-17 12:00:00,2588,,12:00:00,2018-04-17,Tuesday,April
2018-04-17 13:00:00,2589,,13:00:00,2018-04-17,Tuesday,April
2018-04-17 14:00:00,2590,,14:00:00,2018-04-17,Tuesday,April
2018-04-17 15:00:00,2591,,15:00:00,2018-04-17,Tuesday,April
2018-04-17 16:00:00,2592,,16:00:00,2018-04-17,Tuesday,April
2018-04-17 17:00:00,2593,,17:00:00,2018-04-17,Tuesday,April
2018-04-17 18:00:00,2594,,18:00:00,2018-04-17,Tuesday,April
2018-04-17 19:00:00,2595,,19:00:00,2018-04-17,Tuesday,April
2018-04-17 20:00:00,2596,,20:00:00,2018-04-17,Tuesday,April
2018-04-17 21:00:00,2597,,21:00:00,2018-04-17,Tuesday,April
2018-04-17 22:00:00,2598,,22:00:00,2018-04-17,Tuesday,April
2018-04-17 23:00:00,2599,,23:00:00,2018-04-17,Tuesday,April
2018-04-18 00:00:00,2600,,00:00:00,2018-04-18,Wednesday,April
2018-04-18 01:00:00,2601,,01:00:00,2018-04-18,Wednesday,April
2018-04-18 02:00:00,2602,,02:00:00,2018-04-18,Wednesday,April
2018-04-18 03:00:00,2603,,03:00:00,2018-04-18,Wednesday,April
2018-04-18 04:00:00,2604,,04:00:00,2018-04-18,Wednesday,April
2018-04-18 05:00:00,2605,,05:00:00,2018-04-18,Wednesday,April
2018-04-18 06:00:00,2606,,06:00:00,2018-04-18,Wednesday,April
2018-04-18 07:00:00,2607,,07:00:00,2018-04-18,Wednesday,April
2018-04-18 08:00:00,2608,,08:00:00,2018-04-18,Wednesday,April
2018-04-18 09:00:00,2609,,09:00:00,2018-04-18,Wednesday,April
2018-04-18 10:00:00,2610,,10:00:00,2018-04-18,Wednesday,April
2018-04-18 11:00:00,2611,,11:00:00,2018-04-18,Wednesday,April
2018-04-18 12:00:00,2612,,12:00:00,2018-04-18,Wednesday,April
2018-04-18 13:00:00,2613,,13:00:00,2018-04-18,Wednesday,April
2018-04-18 14:00:00,2614,,14:00:00,2018-04-18,Wednesday,April
2018-04-18 15:00:00,2615,,15:00:00,2018-04-18,Wednesday,April
2018-04-18 16:00:00,2616,,16:00:00,2018-04-18,Wednesday,April
2018-04-18 17:00:00,31,24.0,17:00:00,2018-04-18,Wednesday,April
2018-04-18 18:00:00,30,9.0,18:00:00,2018-04-18,Wednesday,April
2018-04-18 19:00:00,29,27.0,19:00:00,2018-04-18,Wednesday,April
2018-04-18 20:00:00,28,26.0,20:00:00,2018-04-18,Wednesday,April
2018-04-18 21:00:00,27,55.0,21:00:00,2018-04-18,Wednesday,April
2018-04-18 22:00:00,26,81.0,22:00:00,2018-04-18,Wednesday,April
2018-04-18 23:00:00,25,81.0,23:00:00,2018-04-18,Wednesday,April
2018-04-19 00:00:00,24,79.0,00:00:00,2018-04-19,Thursday,April
2018-04-19 01:00:00,23,84.0,01:00:00,2018-04-19,Thursday,April
2018-04-19 02:00:00,22,88.0,02:00:00,2018-04-19,Thursday,April
2018-04-19 03:00:00,21,144.0,03:00:00,2018-04-19,Thursday,April
2018-04-19 04:00:00,20,125.0,04:00:00,2018-04-19,Thursday,April
2018-04-19 05:00:00,19,124.0,05:00:00,2018-04-19,Thursday,April
2018-04-19 06:00:00,18,211.0,06:00:00,2018-04-19,Thursday,April
2018-04-19 07:00:00,17,303.0,07:00:00,2018-04-19,Thursday,April
2018-04-19 08:00:00,16,242.0,08:00:00,2018-04-19,Thursday,April
2018-04-19 09:00:00,15,111.0,09:00:00,2018-04-19,Thursday,April
2018-04-19 10:00:00,14,132.0,10:00:00,2018-04-19,Thursday,April
2018-04-19 11:00:00,13,70.0,11:00:00,2018-04-19,Thursday,April
2018-04-19 12:00:00,12,53.0,12:00:00,2018-04-19,Thursday,April
2018-04-19 13:00:00,11,47.0,13:00:00,2018-04-19,Thursday,April
2018-04-19 14:00:00,10,54.0,14:00:00,2018-04-19,Thursday,April
2018-04-19 15:00:00,9,61.0,15:00:00,2018-04-19,Thursday,April
2018-04-19 16:00:00,8,66.0,16:00:00,2018-04-19,Thursday,April
2018-04-19 17:00:00,7,33.0,17:00:00,2018-04-19,Thursday,April
2018-04-19 18:00:00,6,40.0,18:00:00,2018-04-19,Thursday,April
2018-04-19 19:00:00,5,29.0,19:00:00,2018-04-19,Thursday,April
2018-04-19 20:00:00,4,57.0,20:00:00,2018-04-19,Thursday,April
2018-04-19 21:00:00,3,57.0,21:00:00,2018-04-19,Thursday,April
2018-04-19 22:00:00,2,75.0,22:00:00,2018-04-19,Thursday,April
2018-04-19 23:00:00,1,89.0,23:00:00,2018-04-19,Thursday,April
2018-04-20 00:00:00,0,92.0,00:00:00,2018-04-20,Friday,April
