date,index,pm25,Time,Date,day_of_week,Month
2018-01-01 00:00:00,2373,423.0,00:00:00,2018-01-01,Monday,January
2018-01-01 01:00:00,2372,414.0,01:00:00,2018-01-01,Monday,January
2018-01-01 02:00:00,2371,417.0,02:00:00,2018-01-01,Monday,January
2018-01-01 03:00:00,2370,466.0,03:00:00,2018-01-01,Monday,January
2018-01-01 04:00:00,2369,470.0,04:00:00,2018-01-01,Monday,January
2018-01-01 05:00:00,2368,449.0,05:00:00,2018-01-01,Monday,January
2018-01-01 06:00:00,2367,404.0,06:00:00,2018-01-01,Monday,January
2018-01-01 07:00:00,2366,380.0,07:00:00,2018-01-01,Monday,January
2018-01-01 08:00:00,2365,371.0,08:00:00,2018-01-01,Monday,January
2018-01-01 09:00:00,2364,332.0,09:00:00,2018-01-01,Monday,January
2018-01-01 10:00:00,2363,336.0,10:00:00,2018-01-01,Monday,January
2018-01-01 11:00:00,2362,382.0,11:00:00,2018-01-01,Monday,January
2018-01-01 12:00:00,2361,411.0,12:00:00,2018-01-01,Monday,January
2018-01-01 13:00:00,2360,426.0,13:00:00,2018-01-01,Monday,January
2018-01-01 14:00:00,2359,420.0,14:00:00,2018-01-01,Monday,January
2018-01-01 15:00:00,2358,330.0,15:00:00,2018-01-01,Monday,January
2018-01-01 16:00:00,2357,320.0,16:00:00,2018-01-01,Monday,January
2018-01-01 17:00:00,2356,301.0,17:00:00,2018-01-01,Monday,January
2018-01-01 18:00:00,2355,386.0,18:00:00,2018-01-01,Monday,January
2018-01-01 19:00:00,2354,480.0,19:00:00,2018-01-01,Monday,January
2018-01-01 20:00:00,2353,472.0,20:00:00,2018-01-01,Monday,January
2018-01-01 21:00:00,2352,444.0,21:00:00,2018-01-01,Monday,January
2018-01-01 22:00:00,2351,438.0,22:00:00,2018-01-01,Monday,January
2018-01-01 23:00:00,2350,448.0,23:00:00,2018-01-01,Monday,January
2018-01-02 00:00:00,2349,492.0,00:00:00,2018-01-02,Tuesday,January
2018-01-02 01:00:00,2348,446.0,01:00:00,2018-01-02,Tuesday,January
2018-01-02 02:00:00,2347,341.0,02:00:00,2018-01-02,Tuesday,January
2018-01-02 03:00:00,2346,342.0,03:00:00,2018-01-02,Tuesday,January
2018-01-02 04:00:00,2345,337.0,04:00:00,2018-01-02,Tuesday,January
2018-01-02 05:00:00,2344,362.0,05:00:00,2018-01-02,Tuesday,January
2018-01-02 06:00:00,2343,384.0,06:00:00,2018-01-02,Tuesday,January
2018-01-02 07:00:00,2342,394.0,07:00:00,2018-01-02,Tuesday,January
2018-01-02 08:00:00,2341,364.0,08:00:00,2018-01-02,Tuesday,January
2018-01-02 09:00:00,2340,350.0,09:00:00,2018-01-02,Tuesday,January
2018-01-02 10:00:00,2339,348.0,10:00:00,2018-01-02,Tuesday,January
2018-01-02 11:00:00,2338,367.0,11:00:00,2018-01-02,Tuesday,January
2018-01-02 12:00:00,2337,367.0,12:00:00,2018-01-02,Tuesday,January
2018-01-02 13:00:00,2336,365.0,13:00:00,2018-01-02,Tuesday,January
2018-01-02 14:00:00,2335,404.0,14:00:00,2018-01-02,Tuesday,January
2018-01-02 15:00:00,2334,380.0,15:00:00,2018-01-02,Tuesday,January
2018-01-02 16:00:00,2333,351.0,16:00:00,2018-01-02,Tuesday,January
2018-01-02 17:00:00,2332,333.0,17:00:00,2018-01-02,Tuesday,January
2018-01-02 18:00:00,2331,357.0,18:00:00,2018-01-02,Tuesday,January
2018-01-02 19:00:00,2330,356.0,19:00:00,2018-01-02,Tuesday,January
2018-01-02 20:00:00,2329,365.0,20:00:00,2018-01-02,Tuesday,January
2018-01-02 21:00:00,2328,423.0,21:00:00,2018-01-02,Tuesday,January
2018-01-02 22:00:00,2327,445.0,22:00:00,2018-01-02,Tuesday,January
2018-01-02 23:00:00,2326,439.0,23:00:00,2018-01-02,Tuesday,January
2018-01-03 00:00:00,2325,362.0,00:00:00,2018-01-03,Wednesday,January
2018-01-03 01:00:00,2324,360.0,01:00:00,2018-01-03,Wednesday,January
2018-01-03 02:00:00,2323,324.0,02:00:00,2018-01-03,Wednesday,January
2018-01-03 03:00:00,2322,346.0,03:00:00,2018-01-03,Wednesday,January
2018-01-03 04:00:00,2321,321.0,04:00:00,2018-01-03,Wednesday,January
2018-01-03 05:00:00,2320,311.0,05:00:00,2018-01-03,Wednesday,January
2018-01-03 06:00:00,2319,310.0,06:00:00,2018-01-03,Wednesday,January
2018-01-03 07:00:00,2318,316.0,07:00:00,2018-01-03,Wednesday,January
2018-01-03 08:00:00,2317,300.0,08:00:00,2018-01-03,Wednesday,January
2018-01-03 09:00:00,2316,301.0,09:00:00,2018-01-03,Wednesday,January
2018-01-03 10:00:00,2315,321.0,10:00:00,2018-01-03,Wednesday,January
2018-01-03 11:00:00,2314,338.0,11:00:00,2018-01-03,Wednesday,January
2018-01-03 12:00:00,2313,359.0,12:00:00,2018-01-03,Wednesday,January
2018-01-03 13:00:00,2312,365.0,13:00:00,2018-01-03,Wednesday,January
2018-01-03 14:00:00,2311,343.0,14:00:00,2018-01-03,Wednesday,January
2018-01-03 15:00:00,2310,334.0,15:00:00,2018-01-03,Wednesday,January
2018-01-03 16:00:00,2309,375.0,16:00:00,2018-01-03,Wednesday,January
2018-01-03 17:00:00,2308,364.0,17:00:00,2018-01-03,Wednesday,January
2018-01-03 18:00:00,2307,367.0,18:00:00,2018-01-03,Wednesday,January
2018-01-03 19:00:00,2306,361.0,19:00:00,2018-01-03,Wednesday,January
2018-01-03 20:00:00,2305,393.0,20:00:00,2018-01-03,Wednesday,January
2018-01-03 21:00:00,2304,333.0,21:00:00,2018-01-03,Wednesday,January
2018-01-03 22:00:00,2303,315.0,22:00:00,2018-01-03,Wednesday,January
2018-01-03 23:00:00,2302,316.0,23:00:00,2018-01-03,Wednesday,January
2018-01-04 00:00:00,2301,373.0,00:00:00,2018-01-04,Thursday,January
2018-01-04 01:00:00,2300,329.0,01:00:00,2018-01-04,Thursday,January
2018-01-04 02:00:00,2299,301.0,02:00:00,2018-01-04,Thursday,January
2018-01-04 03:00:00,2298,143.0,03:00:00,2018-01-04,Thursday,January
2018-01-04 04:00:00,2297,150.0,04:00:00,2018-01-04,Thursday,January
2018-01-04 05:00:00,2296,171.0,05:00:00,2018-01-04,Thursday,January
2018-01-04 06:00:00,2295,170.0,06:00:00,2018-01-04,Thursday,January
2018-01-04 07:00:00,2294,204.0,07:00:00,2018-01-04,Thursday,January
2018-01-04 08:00:00,2293,178.0,08:00:00,2018-01-04,Thursday,January
2018-01-04 09:00:00,2292,158.0,09:00:00,2018-01-04,Thursday,January
2018-01-04 10:00:00,2291,190.0,10:00:00,2018-01-04,Thursday,January
2018-01-04 11:00:00,2290,305.0,11:00:00,2018-01-04,Thursday,January
2018-01-04 12:00:00,2289,325.0,12:00:00,2018-01-04,Thursday,January
2018-01-04 13:00:00,2288,399.0,13:00:00,2018-01-04,Thursday,January
2018-01-04 14:00:00,2287,388.0,14:00:00,2018-01-04,Thursday,January
2018-01-04 15:00:00,2286,345.0,15:00:00,2018-01-04,Thursday,January
2018-01-04 16:00:00,2285,364.0,16:00:00,2018-01-04,Thursday,January
2018-01-04 17:00:00,2284,470.0,17:00:00,2018-01-04,Thursday,January
2018-01-04 18:00:00,2283,416.0,18:00:00,2018-01-04,Thursday,January
2018-01-04 19:00:00,2282,393.0,19:00:00,2018-01-04,Thursday,January
2018-01-04 20:00:00,2281,387.0,20:00:00,2018-01-04,Thursday,January
2018-01-04 21:00:00,2280,376.0,21:00:00,2018-01-04,Thursday,January
2018-01-04 22:00:00,2279,409.0,22:00:00,2018-01-04,Thursday,January
2018-01-04 23:00:00,2278,420.0,23:00:00,2018-01-04,Thursday,January
2018-01-05 00:00:00,2277,437.0,00:00:00,2018-01-05,Friday,January
2018-01-05 01:00:00,2276,391.0,01:00:00,2018-01-05,Friday,January
2018-01-05 02:00:00,2275,346.0,02:00:00,2018-01-05,Friday,January
2018-01-05 03:00:00,2274,329.0,03:00:00,2018-01-05,Friday,January
2018-01-05 04:00:00,2273,341.0,04:00:00,2018-01-05,Friday,January
2018-01-05 05:00:00,2272,353.0,05:00:00,2018-01-05,Friday,January
2018-01-05 06:00:00,2271,326.0,06:00:00,2018-01-05,Friday,January
2018-01-05 07:00:00,2270,335.0,07:00:00,2018-01-05,Friday,January
2018-01-05 08:00:00,2269,323.0,08:00:00,2018-01-05,Friday,January
2018-01-05 09:00:00,2268,319.0,09:00:00,2018-01-05,Friday,January
2018-01-05 10:00:00,2267,320.0,10:00:00,2018-01-05,Friday,January
2018-01-05 11:00:00,2266,354.0,11:00:00,2018-01-05,Friday,January
2018-01-05 12:00:00,2265,359.0,12:00:00,2018-01-05,Friday,January
2018-01-05 13:00:00,2264,341.0,13:00:00,2018-01-05,Friday,January
2018-01-05 14:00:00,2263,294.0,14:00:00,2018-01-05,Friday,January
2018-01-05 15:00:00,2262,171.0,15:00:00,2018-01-05,Friday,January
2018-01-05 16:00:00,2261,170.0,16:00:00,2018-01-05,Friday,January
2018-01-05 17:00:00,2260,414.0,17:00:00,2018-01-05,Friday,January
2018-01-05 18:00:00,2259,379.0,18:00:00,2018-01-05,Friday,January
2018-01-05 19:00:00,2258,358.0,19:00:00,2018-01-05,Friday,January
2018-01-05 20:00:00,2257,368.0,20:00:00,2018-01-05,Friday,January
2018-01-05 21:00:00,2256,375.0,21:00:00,2018-01-05,Friday,January
2018-01-05 22:00:00,2255,386.0,22:00:00,2018-01-05,Friday,January
2018-01-05 23:00:00,2254,412.0,23:00:00,2018-01-05,Friday,January
2018-01-06 00:00:00,2253,409.0,00:00:00,2018-01-06,Saturday,January
2018-01-06 01:00:00,2252,410.0,01:00:00,2018-01-06,Saturday,January
2018-01-06 02:00:00,2251,346.0,02:00:00,2018-01-06,Saturday,January
2018-01-06 03:00:00,2250,241.0,03:00:00,2018-01-06,Saturday,January
2018-01-06 04:00:00,2249,346.0,04:00:00,2018-01-06,Saturday,January
2018-01-06 05:00:00,2248,357.0,05:00:00,2018-01-06,Saturday,January
2018-01-06 06:00:00,2247,345.0,06:00:00,2018-01-06,Saturday,January
2018-01-06 07:00:00,2246,359.0,07:00:00,2018-01-06,Saturday,January
2018-01-06 08:00:00,2245,371.0,08:00:00,2018-01-06,Saturday,January
2018-01-06 09:00:00,2244,327.0,09:00:00,2018-01-06,Saturday,January
2018-01-06 10:00:00,2243,318.0,10:00:00,2018-01-06,Saturday,January
2018-01-06 11:00:00,2242,320.0,11:00:00,2018-01-06,Saturday,January
2018-01-06 12:00:00,2241,345.0,12:00:00,2018-01-06,Saturday,January
2018-01-06 13:00:00,2240,353.0,13:00:00,2018-01-06,Saturday,January
2018-01-06 14:00:00,2239,398.0,14:00:00,2018-01-06,Saturday,January
2018-01-06 15:00:00,2238,415.0,15:00:00,2018-01-06,Saturday,January
2018-01-06 16:00:00,2237,356.0,16:00:00,2018-01-06,Saturday,January
2018-01-06 17:00:00,2236,327.0,17:00:00,2018-01-06,Saturday,January
2018-01-06 18:00:00,2235,250.0,18:00:00,2018-01-06,Saturday,January
2018-01-06 19:00:00,2234,245.0,19:00:00,2018-01-06,Saturday,January
2018-01-06 20:00:00,2233,322.0,20:00:00,2018-01-06,Saturday,January
2018-01-06 21:00:00,2232,348.0,21:00:00,2018-01-06,Saturday,January
2018-01-06 22:00:00,2231,403.0,22:00:00,2018-01-06,Saturday,January
2018-01-06 23:00:00,2230,452.0,23:00:00,2018-01-06,Saturday,January
2018-01-07 00:00:00,2229,431.0,00:00:00,2018-01-07,Sunday,January
2018-01-07 01:00:00,2228,370.0,01:00:00,2018-01-07,Sunday,January
2018-01-07 02:00:00,2227,412.0,02:00:00,2018-01-07,Sunday,January
2018-01-07 03:00:00,2226,354.0,03:00:00,2018-01-07,Sunday,January
2018-01-07 04:00:00,2225,308.0,04:00:00,2018-01-07,Sunday,January
2018-01-07 05:00:00,2224,364.0,05:00:00,2018-01-07,Sunday,January
2018-01-07 06:00:00,2223,375.0,06:00:00,2018-01-07,Sunday,January
2018-01-07 07:00:00,2222,388.0,07:00:00,2018-01-07,Sunday,January
2018-01-07 08:00:00,2221,348.0,08:00:00,2018-01-07,Sunday,January
2018-01-07 09:00:00,2220,322.0,09:00:00,2018-01-07,Sunday,January
2018-01-07 10:00:00,2219,169.0,10:00:00,2018-01-07,Sunday,January
2018-01-07 11:00:00,2218,225.0,11:00:00,2018-01-07,Sunday,January
2018-01-07 12:00:00,2217,260.0,12:00:00,2018-01-07,Sunday,January
2018-01-07 13:00:00,2216,242.0,13:00:00,2018-01-07,Sunday,January
2018-01-07 14:00:00,2215,79.0,14:00:00,2018-01-07,Sunday,January
2018-01-07 15:00:00,2214,58.0,15:00:00,2018-01-07,Sunday,January
2018-01-07 16:00:00,2213,77.0,16:00:00,2018-01-07,Sunday,January
2018-01-07 17:00:00,2212,76.0,17:00:00,2018-01-07,Sunday,January
2018-01-07 18:00:00,2211,86.0,18:00:00,2018-01-07,Sunday,January
2018-01-07 19:00:00,2210,106.0,19:00:00,2018-01-07,Sunday,January
2018-01-07 20:00:00,2209,301.0,20:00:00,2018-01-07,Sunday,January
2018-01-07 21:00:00,2208,398.0,21:00:00,2018-01-07,Sunday,January
2018-01-07 22:00:00,2207,404.0,22:00:00,2018-01-07,Sunday,January
2018-01-07 23:00:00,2206,374.0,23:00:00,2018-01-07,Sunday,January
2018-01-08 00:00:00,2205,334.0,00:00:00,2018-01-08,Monday,January
2018-01-08 01:00:00,2204,323.0,01:00:00,2018-01-08,Monday,January
2018-01-08 02:00:00,2203,349.0,02:00:00,2018-01-08,Monday,January
2018-01-08 03:00:00,2202,356.0,03:00:00,2018-01-08,Monday,January
2018-01-08 04:00:00,2201,344.0,04:00:00,2018-01-08,Monday,January
2018-01-08 05:00:00,2200,355.0,05:00:00,2018-01-08,Monday,January
2018-01-08 06:00:00,2199,334.0,06:00:00,2018-01-08,Monday,January
2018-01-08 07:00:00,2198,340.0,07:00:00,2018-01-08,Monday,January
2018-01-08 08:00:00,2197,289.0,08:00:00,2018-01-08,Monday,January
2018-01-08 09:00:00,2196,280.0,09:00:00,2018-01-08,Monday,January
2018-01-08 10:00:00,2195,339.0,10:00:00,2018-01-08,Monday,January
2018-01-08 11:00:00,2194,342.0,11:00:00,2018-01-08,Monday,January
2018-01-08 12:00:00,2193,317.0,12:00:00,2018-01-08,Monday,January
2018-01-08 13:00:00,2192,224.0,13:00:00,2018-01-08,Monday,January
2018-01-08 14:00:00,2191,65.0,14:00:00,2018-01-08,Monday,January
2018-01-08 15:00:00,2190,55.0,15:00:00,2018-01-08,Monday,January
2018-01-08 16:00:00,2189,94.0,16:00:00,2018-01-08,Monday,January
2018-01-08 17:00:00,2188,82.0,17:00:00,2018-01-08,Monday,January
2018-01-08 18:00:00,2187,83.0,18:00:00,2018-01-08,Monday,January
2018-01-08 19:00:00,2186,120.0,19:00:00,2018-01-08,Monday,January
2018-01-08 20:00:00,2185,235.0,20:00:00,2018-01-08,Monday,January
2018-01-08 21:00:00,2184,397.0,21:00:00,2018-01-08,Monday,January
2018-01-08 22:00:00,2183,407.0,22:00:00,2018-01-08,Monday,January
2018-01-08 23:00:00,2182,375.0,23:00:00,2018-01-08,Monday,January
2018-01-09 00:00:00,2181,403.0,00:00:00,2018-01-09,Tuesday,January
2018-01-09 01:00:00,2180,422.0,01:00:00,2018-01-09,Tuesday,January
2018-01-09 02:00:00,2179,407.0,02:00:00,2018-01-09,Tuesday,January
2018-01-09 03:00:00,2178,471.0,03:00:00,2018-01-09,Tuesday,January
2018-01-09 04:00:00,2177,425.0,04:00:00,2018-01-09,Tuesday,January
2018-01-09 05:00:00,2176,389.0,05:00:00,2018-01-09,Tuesday,January
2018-01-09 06:00:00,2175,355.0,06:00:00,2018-01-09,Tuesday,January
2018-01-09 07:00:00,2174,370.0,07:00:00,2018-01-09,Tuesday,January
2018-01-09 08:00:00,2173,328.0,08:00:00,2018-01-09,Tuesday,January
2018-01-09 09:00:00,2172,313.0,09:00:00,2018-01-09,Tuesday,January
2018-01-09 10:00:00,2171,373.0,10:00:00,2018-01-09,Tuesday,January
2018-01-09 11:00:00,2170,372.0,11:00:00,2018-01-09,Tuesday,January
2018-01-09 12:00:00,2169,322.0,12:00:00,2018-01-09,Tuesday,January
2018-01-09 13:00:00,2168,229.0,13:00:00,2018-01-09,Tuesday,January
2018-01-09 14:00:00,2167,130.0,14:00:00,2018-01-09,Tuesday,January
2018-01-09 15:00:00,2166,131.0,15:00:00,2018-01-09,Tuesday,January
2018-01-09 16:00:00,2165,155.0,16:00:00,2018-01-09,Tuesday,January
2018-01-09 17:00:00,2164,230.0,17:00:00,2018-01-09,Tuesday,January
2018-01-09 18:00:00,2163,295.0,18:00:00,2018-01-09,Tuesday,January
2018-01-09 19:00:00,2162,307.0,19:00:00,2018-01-09,Tuesday,January
2018-01-09 20:00:00,2161,345.0,20:00:00,2018-01-09,Tuesday,January
2018-01-09 21:00:00,2160,377.0,21:00:00,2018-01-09,Tuesday,January
2018-01-09 22:00:00,2159,369.0,22:00:00,2018-01-09,Tuesday,January
2018-01-09 23:00:00,2158,320.0,23:00:00,2018-01-09,Tuesday,January
2018-01-10 00:00:00,2157,368.0,00:00:00,2018-01-10,Wednesday,January
2018-01-10 01:00:00,2156,329.0,01:00:00,2018-01-10,Wednesday,January
2018-01-10 02:00:00,2155,393.0,02:00:00,2018-01-10,Wednesday,January
2018-01-10 03:00:00,2154,401.0,03:00:00,2018-01-10,Wednesday,January
2018-01-10 04:00:00,2153,414.0,04:00:00,2018-01-10,Wednesday,January
2018-01-10 05:00:00,2152,374.0,05:00:00,2018-01-10,Wednesday,January
2018-01-10 06:00:00,2151,332.0,06:00:00,2018-01-10,Wednesday,January
2018-01-10 07:00:00,2150,342.0,07:00:00,2018-01-10,Wednesday,January
2018-01-10 08:00:00,2149,305.0,08:00:00,2018-01-10,Wednesday,January
2018-01-10 09:00:00,2148,298.0,09:00:00,2018-01-10,Wednesday,January
2018-01-10 10:00:00,2147,309.0,10:00:00,2018-01-10,Wednesday,January
2018-01-10 11:00:00,2146,311.0,11:00:00,2018-01-10,Wednesday,January
2018-01-10 12:00:00,2145,312.0,12:00:00,2018-01-10,Wednesday,January
2018-01-10 13:00:00,2144,237.0,13:00:00,2018-01-10,Wednesday,January
2018-01-10 14:00:00,2143,126.0,14:00:00,2018-01-10,Wednesday,January
2018-01-10 15:00:00,2142,134.0,15:00:00,2018-01-10,Wednesday,January
2018-01-10 16:00:00,2141,103.0,16:00:00,2018-01-10,Wednesday,January
2018-01-10 17:00:00,2140,103.0,17:00:00,2018-01-10,Wednesday,January
2018-01-10 18:00:00,2139,134.0,18:00:00,2018-01-10,Wednesday,January
2018-01-10 19:00:00,2138,211.0,19:00:00,2018-01-10,Wednesday,January
2018-01-10 20:00:00,2137,347.0,20:00:00,2018-01-10,Wednesday,January
2018-01-10 21:00:00,2136,390.0,21:00:00,2018-01-10,Wednesday,January
2018-01-10 22:00:00,2135,386.0,22:00:00,2018-01-10,Wednesday,January
2018-01-10 23:00:00,2134,375.0,23:00:00,2018-01-10,Wednesday,January
2018-01-11 00:00:00,2133,363.0,00:00:00,2018-01-11,Thursday,January
2018-01-11 01:00:00,2132,368.0,01:00:00,2018-01-11,Thursday,January
2018-01-11 02:00:00,2131,360.0,02:00:00,2018-01-11,Thursday,January
2018-01-11 03:00:00,2130,340.0,03:00:00,2018-01-11,Thursday,January
2018-01-11 04:00:00,2129,326.0,04:00:00,2018-01-11,Thursday,January
2018-01-11 05:00:00,2128,314.0,05:00:00,2018-01-11,Thursday,January
2018-01-11 06:00:00,2127,279.0,06:00:00,2018-01-11,Thursday,January
2018-01-11 07:00:00,2126,337.0,07:00:00,2018-01-11,Thursday,January
2018-01-11 08:00:00,2125,315.0,08:00:00,2018-01-11,Thursday,January
2018-01-11 09:00:00,2124,241.0,09:00:00,2018-01-11,Thursday,January
2018-01-11 10:00:00,2123,309.0,10:00:00,2018-01-11,Thursday,January
2018-01-11 11:00:00,2122,308.0,11:00:00,2018-01-11,Thursday,January
2018-01-11 12:00:00,2121,278.0,12:00:00,2018-01-11,Thursday,January
2018-01-11 13:00:00,2120,145.0,13:00:00,2018-01-11,Thursday,January
2018-01-11 14:00:00,2119,94.0,14:00:00,2018-01-11,Thursday,January
2018-01-11 15:00:00,2118,117.0,15:00:00,2018-01-11,Thursday,January
2018-01-11 16:00:00,2117,122.0,16:00:00,2018-01-11,Thursday,January
2018-01-11 17:00:00,2116,80.0,17:00:00,2018-01-11,Thursday,January
2018-01-11 18:00:00,2115,73.0,18:00:00,2018-01-11,Thursday,January
2018-01-11 19:00:00,2114,161.0,19:00:00,2018-01-11,Thursday,January
2018-01-11 20:00:00,2113,244.0,20:00:00,2018-01-11,Thursday,January
2018-01-11 21:00:00,2112,260.0,21:00:00,2018-01-11,Thursday,January
2018-01-11 22:00:00,2111,286.0,22:00:00,2018-01-11,Thursday,January
2018-01-11 23:00:00,2110,340.0,23:00:00,2018-01-11,Thursday,January
2018-01-12 00:00:00,2109,347.0,00:00:00,2018-01-12,Friday,January
2018-01-12 01:00:00,2108,343.0,01:00:00,2018-01-12,Friday,January
2018-01-12 02:00:00,2107,334.0,02:00:00,2018-01-12,Friday,January
2018-01-12 03:00:00,2106,340.0,03:00:00,2018-01-12,Friday,January
2018-01-12 04:00:00,2105,328.0,04:00:00,2018-01-12,Friday,January
2018-01-12 05:00:00,2104,242.0,05:00:00,2018-01-12,Friday,January
2018-01-12 06:00:00,2103,256.0,06:00:00,2018-01-12,Friday,January
2018-01-12 07:00:00,2102,322.0,07:00:00,2018-01-12,Friday,January
2018-01-12 08:00:00,2101,254.0,08:00:00,2018-01-12,Friday,January
2018-01-12 09:00:00,2100,223.0,09:00:00,2018-01-12,Friday,January
2018-01-12 10:00:00,2099,256.0,10:00:00,2018-01-12,Friday,January
2018-01-12 11:00:00,2098,236.0,11:00:00,2018-01-12,Friday,January
2018-01-12 12:00:00,2097,280.0,12:00:00,2018-01-12,Friday,January
2018-01-12 13:00:00,2096,240.0,13:00:00,2018-01-12,Friday,January
2018-01-12 14:00:00,2095,230.0,14:00:00,2018-01-12,Friday,January
2018-01-12 15:00:00,2094,139.0,15:00:00,2018-01-12,Friday,January
2018-01-12 16:00:00,2093,164.0,16:00:00,2018-01-12,Friday,January
2018-01-12 17:00:00,2092,67.0,17:00:00,2018-01-12,Friday,January
2018-01-12 18:00:00,2091,151.0,18:00:00,2018-01-12,Friday,January
2018-01-12 19:00:00,2090,207.0,19:00:00,2018-01-12,Friday,January
2018-01-12 20:00:00,2089,215.0,20:00:00,2018-01-12,Friday,January
2018-01-12 21:00:00,2088,317.0,21:00:00,2018-01-12,Friday,January
2018-01-12 22:00:00,2087,402.0,22:00:00,2018-01-12,Friday,January
2018-01-12 23:00:00,2086,399.0,23:00:00,2018-01-12,Friday,January
2018-01-13 00:00:00,2085,384.0,00:00:00,2018-01-13,Saturday,January
2018-01-13 01:00:00,2084,390.0,01:00:00,2018-01-13,Saturday,January
2018-01-13 02:00:00,2083,425.0,02:00:00,2018-01-13,Saturday,January
2018-01-13 03:00:00,2082,392.0,03:00:00,2018-01-13,Saturday,January
2018-01-13 04:00:00,2081,353.0,04:00:00,2018-01-13,Saturday,January
2018-01-13 05:00:00,2080,352.0,05:00:00,2018-01-13,Saturday,January
2018-01-13 06:00:00,2079,355.0,06:00:00,2018-01-13,Saturday,January
2018-01-13 07:00:00,2078,395.0,07:00:00,2018-01-13,Saturday,January
2018-01-13 08:00:00,2077,400.0,08:00:00,2018-01-13,Saturday,January
2018-01-13 09:00:00,2076,381.0,09:00:00,2018-01-13,Saturday,January
2018-01-13 10:00:00,2075,335.0,10:00:00,2018-01-13,Saturday,January
2018-01-13 11:00:00,2074,350.0,11:00:00,2018-01-13,Saturday,January
2018-01-13 12:00:00,2073,318.0,12:00:00,2018-01-13,Saturday,January
2018-01-13 13:00:00,2072,189.0,13:00:00,2018-01-13,Saturday,January
2018-01-13 14:00:00,2071,175.0,14:00:00,2018-01-13,Saturday,January
2018-01-13 15:00:00,2070,124.0,15:00:00,2018-01-13,Saturday,January
2018-01-13 16:00:00,2069,272.0,16:00:00,2018-01-13,Saturday,January
2018-01-13 17:00:00,2068,140.0,17:00:00,2018-01-13,Saturday,January
2018-01-13 18:00:00,2067,97.0,18:00:00,2018-01-13,Saturday,January
2018-01-13 19:00:00,2066,145.0,19:00:00,2018-01-13,Saturday,January
2018-01-13 20:00:00,2065,194.0,20:00:00,2018-01-13,Saturday,January
2018-01-13 21:00:00,2064,316.0,21:00:00,2018-01-13,Saturday,January
2018-01-13 22:00:00,2063,365.0,22:00:00,2018-01-13,Saturday,January
2018-01-13 23:00:00,2062,413.0,23:00:00,2018-01-13,Saturday,January
2018-01-14 00:00:00,2061,405.0,00:00:00,2018-01-14,Sunday,January
2018-01-14 01:00:00,2060,399.0,01:00:00,2018-01-14,Sunday,January
2018-01-14 02:00:00,2059,452.0,02:00:00,2018-01-14,Sunday,January
2018-01-14 03:00:00,2058,433.0,03:00:00,2018-01-14,Sunday,January
2018-01-14 04:00:00,2057,410.0,04:00:00,2018-01-14,Sunday,January
2018-01-14 05:00:00,2056,325.0,05:00:00,2018-01-14,Sunday,January
2018-01-14 06:00:00,2055,166.0,06:00:00,2018-01-14,Sunday,January
2018-01-14 07:00:00,2054,293.0,07:00:00,2018-01-14,Sunday,January
2018-01-14 08:00:00,2053,245.0,08:00:00,2018-01-14,Sunday,January
2018-01-14 09:00:00,2052,261.0,09:00:00,2018-01-14,Sunday,January
2018-01-14 10:00:00,2051,315.0,10:00:00,2018-01-14,Sunday,January
2018-01-14 11:00:00,2050,304.0,11:00:00,2018-01-14,Sunday,January
2018-01-14 12:00:00,2049,188.0,12:00:00,2018-01-14,Sunday,January
2018-01-14 13:00:00,2048,162.0,13:00:00,2018-01-14,Sunday,January
2018-01-14 14:00:00,2047,106.0,14:00:00,2018-01-14,Sunday,January
2018-01-14 15:00:00,2046,104.0,15:00:00,2018-01-14,Sunday,January
2018-01-14 16:00:00,2045,86.0,16:00:00,2018-01-14,Sunday,January
2018-01-14 17:00:00,2044,75.0,17:00:00,2018-01-14,Sunday,January
2018-01-14 18:00:00,2043,87.0,18:00:00,2018-01-14,Sunday,January
2018-01-14 19:00:00,2042,163.0,19:00:00,2018-01-14,Sunday,January
2018-01-14 20:00:00,2041,202.0,20:00:00,2018-01-14,Sunday,January
2018-01-14 21:00:00,2040,303.0,21:00:00,2018-01-14,Sunday,January
2018-01-14 22:00:00,2039,335.0,22:00:00,2018-01-14,Sunday,January
2018-01-14 23:00:00,2038,394.0,23:00:00,2018-01-14,Sunday,January
2018-01-15 00:00:00,2037,401.0,00:00:00,2018-01-15,Monday,January
2018-01-15 01:00:00,2036,405.0,01:00:00,2018-01-15,Monday,January
2018-01-15 02:00:00,2035,390.0,02:00:00,2018-01-15,Monday,January
2018-01-15 03:00:00,2034,347.0,03:00:00,2018-01-15,Monday,January
2018-01-15 04:00:00,2033,373.0,04:00:00,2018-01-15,Monday,January
2018-01-15 05:00:00,2032,430.0,05:00:00,2018-01-15,Monday,January
2018-01-15 06:00:00,2031,359.0,06:00:00,2018-01-15,Monday,January
2018-01-15 07:00:00,2030,295.0,07:00:00,2018-01-15,Monday,January
2018-01-15 08:00:00,2029,317.0,08:00:00,2018-01-15,Monday,January
2018-01-15 09:00:00,2028,330.0,09:00:00,2018-01-15,Monday,January
2018-01-15 10:00:00,2027,331.0,10:00:00,2018-01-15,Monday,January
2018-01-15 11:00:00,2026,317.0,11:00:00,2018-01-15,Monday,January
2018-01-15 12:00:00,2025,159.0,12:00:00,2018-01-15,Monday,January
